ID,Prediction
401,0.0
402,0.0
403,0.2986583
404,0.0
405,0.0
406,0.3103401
407,0.3219281
408,0.0
409,0.0
410,0.0
411,0.0
412,2.879706
413,0.5849625
414,0.367371
415,0.2986583
416,0.0
417,0.1890338
418,0.0
419,1.090853
420,0.1890338
421,0.0
422,2.182692
423,0.0
424,1.111031
425,0.1505597
426,0.0
427,0.0
428,0.6870607
429,0.1763228
430,0.4329594
431,0.0
432,0.2986583
433,0.0
434,0.2141248
435,0.7570233
436,0.0
437,0.0
438,1.372952
439,2.419539
440,0.3334237
441,0.5558162
442,0.0
443,0.0
444,1.978196
445,0.1505597
446,0.0
447,1.541019
448,0.7570233
449,0.4956951
450,0.1634987
451,0.8559896
452,0.0
453,0.4005378
454,1.049631
455,0.2868812
456,1.189034
457,0.4541759
458,0.0
459,0.1763228
460,0.5360529
461,0.0
462,0.0
463,0.1763228
464,1.748461
465,0.4005378
466,0.2387869
467,1.163499
468,0.0
469,1.914564
470,0.0
471,1.454176
472,0.0
473,1.803227
474,1.333424
475,0.2868812
476,1.956057
477,2.298658
478,0.0
479,0.0
480,0.6780719
481,0.3334237
482,1.257011
483,0.2141248
484,0.367371
485,0.0
486,0.7570233
487,2.513491
488,2.548437
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.8639384
498,0.8399596
499,0.3448285
500,0.7570233
501,0.0
502,0.6780719
503,0.0
504,0.2750071
505,0.0
506,4.42425
507,0.8073549
508,0.0
509,1.584962
510,0.4956951
511,0.1763228
512,0.3895667
513,0.6780719
514,0.2016338
515,0.6322682
516,0.0
517,0.4646683
518,0.7824086
519,0.2750071
520,0.0
521,0.8479969
522,0.9486009
523,0.0
524,0.0
525,0.5160152
526,1.280956
527,1.526069
528,0.0
529,0.7824086
530,0.1763228
531,0.0
532,0.2016338
533,0.1763228
534,0.0
535,0.0
536,2.914565
537,0.2509616
538,0.2141248
539,0.0
540,0.9107327
541,0.3561438
542,0.2141248
543,0.0
544,1.495695
545,1.655352
546,0.1890338
547,0.0
548,0.0
549,0.0
550,0.6780719
551,0.3895667
552,0.2016338
553,0.0
554,0.641546
555,0.3895667
556,1.298658
557,1.02148
558,0.2868812
559,0.0
560,0.0
561,0.2509616
562,0.2265085
563,0.0
564,0.4329594
565,3.292782
566,3.289834
567,0.641546
568,1.250962
569,0.0
570,0.0
571,0.0
572,5.113951
573,0.2016338
574,0.0
575,0.0
576,0.0
577,0.9259994
578,0.1763228
579,2.301588
580,0.6040713
581,0.0
582,2.313246
583,0.2868812
584,0.367371
585,0.0
586,0.5655972
587,0.0
588,0.0
589,0.0
590,0.4329594
591,0.0
592,0.367371
593,0.0
594,0.1763228
595,1.356144
596,1.500802
597,0.5058909
598,0.0
599,0.0
600,0.0
601,0.2141248
602,0.8875253
603,0.4005378
604,0.3785116
605,1.232661
606,0.0
607,1.819668
608,0.2387869
609,0.3448285
610,2.400538
611,1.15056
612,0.429582171429
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,1.111031
621,0.3103401
622,0.0
623,0.4005378
624,0.1763228
625,1.169925
626,0.0
627,0.0
628,1.090853
629,0.3895667
630,0.641546
631,0.0
632,0.0
633,2.563158
634,0.3103401
635,0.0
636,0.3561438
637,0.0
638,0.0
639,2.007195
640,0.6599245
641,0.0
642,0.0
643,2.182692
644,0.1890338
645,0.2387869
646,3.800123
647,2.536053
648,0.6599245
649,0.0
650,0.5558162
651,2.469886
652,0.0
653,0.6040713
654,2.38405
655,1.443607
656,0.1763228
657,0.0
658,0.0
659,0.2016338
660,0.1763228
661,1.422233
662,0.2509616
663,0.3785116
664,0.0
665,0.1763228
666,0.7739964
667,0.0
668,0.0
669,0.9030383
670,2.063503
671,0.0
672,0.4436067
673,1.007195
674,0.4541759
675,0.0
676,0.3895667
677,0.7739964
678,0.2630345
679,0.2387869
680,0.5160152
681,0.5558162
682,0.0
683,2.358959
684,0.0
685,0.2141248
686,0.5260689
687,0.367371
688,0.0
689,0.0
690,0.2868812
691,0.0
692,0.0
693,2.372952
694,0.0
695,2.080658
696,0.0
697,4.603478
698,2.742006
699,1.411426
700,0.0
701,0.0
702,0.2868812
703,0.3895667
704,0.0
705,0.1763228
706,0.0
707,0.0
708,1.565597
709,0.2750071
710,0.4646683
711,0.3561438
712,0.3219281
713,0.7311833
714,0.5849625
715,0.1505597
716,0.0
717,0.0
718,0.5260689
719,0.0
720,0.6507645
721,1.090853
722,0.2141248
723,2.735522
724,0.4956951
725,0.3561438
726,0.0
727,1.395063
728,2.336283
729,0.0
730,0.1763228
731,1.718088
732,0.0
733,0.0
734,0.1890338
735,0.9634742
736,0.166676452174
737,0.2141248
738,0.8399596
739,0.0
740,0.4956951
741,0.2141248
742,0.0
743,0.0
744,0.3103401
745,1.250962
746,0.0
747,0.0
748,0.2750071
749,0.3561438
750,0.3895667
751,0.0
752,0.3219281
753,0.0
754,0.0
755,1.097611
756,0.2387869
757,1.117695
758,0.3219281
759,1.967169
760,0.3561438
761,2.31904
762,0.2630345
763,1.169925
764,2.555816
765,0.1763228
766,0.0
767,0.0
768,0.0
769,0.0
770,0.1763228
771,0.0
772,0.2141248
773,0.0
774,0.2868812
775,0.4114263
776,0.2387869
777,0.2509616
778,1.263034
779,1.304511
780,0.2141248
781,0.0
782,0.5849625
783,0.704872
784,0.1890338
785,2.430285
786,0.3561438
787,0.0
788,0.4646683
789,2.0
790,1.130931
791,0.2750071
792,1.718088
793,3.527321
794,0.0
795,1.028569
796,1.189034
797,1.304511
798,0.0
799,0.0
800,0.0
801,1.157044
802,0.0
803,2.451541
804,0.0
805,0.3561438
806,2.485427
807,0.3219281
808,1.956057
809,0.0
810,1.790772
811,1.422233
812,0.0
813,0.0
814,1.895303
815,0.5260689
816,0.3219281
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.1763228
823,0.9560567
824,1.827819
825,0.4646683
826,0.6780719
827,1.111031
828,0.0
829,0.2509616
830,0.0
831,1.485427
832,0.0
833,1.02148
834,0.0
835,0.0
836,1.361768
837,0.1505597
838,0.1763228
839,1.618239
840,1.097611
841,0.9107327
842,0.6690267
843,0.1763228
844,0.0
845,0.367371
846,0.5260689
847,1.664483
848,1.646163
849,0.0
850,4.904484
851,0.0
852,0.9107327
853,1.097611
854,0.6229303
855,0.0
856,0.0
857,0.5459684
858,0.0
859,0.3103401
860,0.0
861,0.2509616
862,0.0
863,0.0
864,0.2509616
865,0.4646683
866,3.114367
867,0.0
868,0.2141248
869,1.673556
870,0.3561438
871,0.0
872,0.0
873,0.2986583
874,0.3219281
875,0.0
876,1.244887
877,3.129283
878,0.3561438
879,0.0
880,0.0
881,1.411426
882,3.155425
883,1.263034
884,2.169925
885,1.454176
886,0.0
887,1.62293
888,0.3219281
889,2.604071
890,1.669027
891,0.8953027
892,1.182692
893,0.7570233
894,0.0
895,1.304511
896,0.3448285
897,1.090853
898,0.0
899,3.395063
900,1.773996
901,0.0
902,0.0
903,0.1634987
904,0.0
905,0.0
906,0.3219281
907,0.2509616
908,0.2509616
909,0.2141248
910,0.0
911,0.5260689
912,1.163499
913,0.0
914,0.0
915,0.2509616
916,0.0
917,0.5849625
918,0.5260689
919,0.0
920,0.0
921,0.0
922,0.0
923,0.2509616
924,0.0
925,0.4646683
926,0.0
927,2.375735
928,0.0
929,0.8559896
930,1.85997
931,3.174726
932,0.0
933,0.8718436
934,0.9107327
935,0.0
936,0.6229303
937,0.07038926
938,0.0
939,1.835924
940,0.0
941,0.0
942,0.9560567
943,0.2868812
944,0.4956951
945,0.0
946,0.0
947,0.0
948,1.944858
949,1.565597
950,0.0
951,0.0
952,0.3219281
953,0.0
954,0.0
955,0.0
956,2.925999
957,1.744161
958,0.4956951
959,0.0
960,2.198494
961,0.0
962,0.0
963,0.5849625
964,0.367371
965,2.100978
966,0.0
967,1.914564
968,0.1763228
969,0.9107327
970,0.0
971,0.2750071
972,3.351911
973,1.526069
974,0.0
975,3.176323
976,0.7398482
977,0.5558162
978,2.533563
979,0.5558162
980,0.0
981,0.2509616
982,0.2387869
983,0.3219281
984,0.0
985,0.0
986,0.5655972
987,0.0
988,0.7570233
989,0.4005378
990,0.0
991,3.923149
992,3.547203
993,0.0
994,1.41684
995,0.0426443
996,2.788686
997,0.6780719
998,0.4005378
999,0.0
1000,0.0
1001,1.084064
1002,0.2141248
1003,0.0
1004,0.0
1005,0.4956951
1006,0.0
1007,1.361768
1008,1.632268
1009,0.0
1010,1.560715
1011,0.5849625
1012,2.53107
1013,0.7824086
1014,0.0
1015,0.0
1016,0.0
1017,2.488001
1018,0.7398482
1019,0.4436067
1020,0.0
1021,2.813525
1022,3.201634
1023,0.0
1024,0.3219281
1025,0.4005378
1026,0.641546
1027,0.0
1028,0.2141248
1029,0.1763228
1030,0.0
1031,0.8639384
1032,0.0
1033,0.0
1034,2.063503
1035,0.4646683
1036,0.5558162
1037,0.0
1038,0.9634742
1039,0.6507645
1040,1.0
1041,0.0
1042,0.0
1043,1.550901
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.1890338
1049,2.475085
1050,0.4436067
1051,0.0
1052,0.0
1053,0.9708537
1054,0.2630345
1055,1.304511
1056,0.0
1057,0.6135316
1058,0.6780719
1059,0.4854268
1060,0.3219281
1061,0.0
1062,0.0
1063,1.339137
1064,0.1634987
1065,0.0
1066,0.4956951
1067,0.0
1068,0.3103401
1069,0.1763228
1070,0.5260689
1071,0.2509616
1072,0.0
1073,0.7398482
1074,0.3895667
1075,0.6135316
1076,2.477677
1077,1.459432
1078,0.0
1079,0.3334237
1080,0.0
1081,0.0
1082,0.2509616
1083,0.1763228
1084,0.1763228
1085,0.0
1086,0.7311833
1087,0.0
1088,0.3334237
1089,2.173127
1090,0.0
1091,1.967169
1092,0.0
1093,0.2750071
1094,0.4956951
1095,2.201634
1096,0.5459684
1097,0.0
1098,2.269033
1099,0.6040713
1100,0.367371
1101,0.4329594
1102,0.0
1103,0.5459684
1104,0.7311833
1105,1.480265
1106,0.2868812
1107,1.361768
1108,0.2986583
1109,3.989139
1110,1.400538
1111,2.493135
1112,0.1634987
1113,1.541019
1114,2.983678
1115,0.0
1116,0.4854268
1117,0.3895667
1118,0.0
1119,1.15056
1120,1.130931
1121,1.526069
1122,1.967169
1123,1.411426
1124,0.0
1125,0.0
1126,1.495695
1127,3.0054
1128,0.0
1129,1.298658
1130,0.4750849
1131,1.035624
1132,0.0
1133,0.6870607
1134,0.0
1135,0.1634987
1136,0.0
1137,1.144046
1138,0.1505597
1139,0.5945485
1140,0.5655972
1141,0.7570233
1142,1.22033
1143,0.0
1144,0.4005378
1145,0.1763228
1146,0.7824086
1147,0.0
1148,1.956057
1149,0.0
1150,1.0
1151,0.2265085
1152,0.3219281
1153,0.6135316
1154,1.803227
1155,0.8237494
1156,1.056584
1157,0.9259994
1158,0.0
1159,0.3219281
1160,0.1763228
1161,0.5655972
1162,0.0
1163,0.6135316
1164,0.5558162
1165,0.1763228
1166,0.0
1167,0.3219281
1168,1.807355
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.4114263
1174,0.0
1175,2.25701
1176,0.9560567
1177,0.0
1178,1.169925
1179,0.0
1180,0.0
1181,0.5753123
1182,1.669027
1183,1.851999
1184,0.4329594
1185,0.1634987
1186,0.2509616
1187,2.957915
1188,0.7311833
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.3785116
1195,0.1634987
1196,0.0
1197,0.0
1198,0.6135316
1199,0.0
1200,0.3561438
1201,0.8953027
1202,0.2750071
1203,0.3785116
1204,1.028569
1205,0.0
1206,0.0
1207,0.5058909
1208,1.541019
1209,2.885574
1210,0.0
1211,0.1763228
1212,0.7824086
1213,0.5459684
1214,0.0
1215,0.0
1216,0.4956951
1217,0.0
1218,0.8875253
1219,0.0
1220,0.0
1221,1.344828
1222,0.0
1223,0.0
1224,0.6959938
1225,0.7824086
1226,1.130931
1227,0.1763228
1228,0.0
1229,0.4750849
1230,0.09761087
1231,0.7136958
1232,0.0
1233,0.2141248
1234,1.604071
1235,1.584962
1236,2.100978
1237,1.244887
1238,0.1763228
1239,0.4329594
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.7570233
1245,0.5459684
1246,0.0
1247,0.704872
1248,0.0
1249,0.0
1250,1.773996
1251,2.217231
1252,0.0
1253,3.495695
1254,0.3219281
1255,2.356144
1256,0.0
1257,0.4329594
1258,0.0
1259,1.49057
1260,0.0
1261,0.0
1262,0.2509616
1263,3.117695
1264,0.3219281
1265,0.1763228
1266,2.22033
1267,0.0
1268,0.0
1269,1.263034
1270,0.2509616
1271,0.0
1272,0.8155754
1273,0.6507645
1274,0.1505597
1275,0.0
1276,0.4854268
1277,1.15056
1278,1.097611
1279,0.0
1280,0.1763228
1281,0.3219281
1282,0.0
1283,0.0
1284,0.0
1285,0.6135316
1286,0.0
1287,0.0
1288,1.15056
1289,0.0
1290,0.0
1291,0.0
1292,1.38405
1293,0.4329594
1294,3.305971
1295,0.0
1296,0.3103401
1297,0.0
1298,0.422233
1299,0.0
1300,0.1634987
1301,0.3895667
1302,0.0
1303,2.344828
1304,0.3219281
1305,0.0
1306,0.3785116
1307,0.0
1308,0.0
1309,2.568032
1310,0.0
1311,0.641546
1312,0.0
1313,0.7824086
1314,2.087463
1315,0.4646683
1316,0.0
1317,2.077243
1318,0.0
1319,0.4436067
1320,0.0
1321,0.8639384
1322,0.4436067
1323,1.807355
1324,0.0
1325,0.3103401
1326,0.4646683
1327,0.4646683
1328,0.0
1329,0.0
1330,0.8797057
1331,0.2141248
1332,1.682573
1333,3.094236
1334,0.8155754
1335,0.0
1336,0.8875253
1337,0.0
1338,3.22033
1339,0.2630345
1340,0.0
1341,0.3895667
1342,0.0
1343,0.0
1344,0.6690267
1345,0.2986583
1346,0.0
1347,0.0
1348,0.1763228
1349,1.275007
1350,0.704872
1351,0.0
1352,0.5655972
1353,0.212294782609
1354,0.4114263
1355,0.0
1356,0.2868812
1357,0.0
1358,3.24184
1359,0.1763228
1360,0.0
1361,3.512227
1362,0.9781957
1363,0.7311833
1364,2.799087
1365,4.629356
1366,0.0
1367,0.0
1368,0.7570233
1369,1.0
1370,0.2509616
1371,0.0
1372,0.3219281
1373,1.350497
1374,0.0
1375,0.0
1376,0.3219281
1377,0.0
1378,0.4114263
1379,0.0
1380,1.378512
1381,0.0
1382,0.1763228
1383,0.4646683
1384,0.7824086
1385,0.2141248
1386,0.3561438
1387,1.31034
1388,0.5558162
1389,0.4541759
1390,0.4646683
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.6135316
1397,0.5655972
1398,0.0
1399,0.1763228
1400,0.2868812
1401,0.0
1402,1.485427
1403,0.4956951
1404,2.784504
1405,3.232661
1406,0.0
1407,0.0
1408,0.5558162
1409,3.989139
1410,0.6599245
1411,0.0
1412,0.1634987
1413,0.6959938
1414,0.0
1415,1.646163
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.422233
1421,0.6040713
1422,0.5558162
1423,0.0
1424,0.0
1425,1.298658
1426,0.0
1427,0.8639384
1428,0.0
1429,0.8399596
1430,0.3219281
1431,0.3561438
1432,2.211012
1433,1.344828
1434,0.2868812
1435,0.1763228
1436,0.0
1437,0.5360529
1438,0.3219281
1439,1.361768
1440,0.0
1441,0.0
1442,1.765535
1443,0.1763228
1444,0.2387869
1445,1.978196
1446,3.32337
1447,0.0
1448,0.5945485
1449,0.1890338
1450,0.3561438
1451,0.6040713
1452,0.0
1453,0.4646683
1454,0.422233
1455,2.729009
1456,0.0
1457,0.4005378
1458,0.2141248
1459,0.1890338
1460,2.090853
1461,0.1890338
1462,0.9560567
1463,1.510962
1464,0.0
1465,0.5558162
1466,0.2141248
1467,3.235727
1468,0.3334237
1469,0.1634987
1470,2.548437
1471,0.0
1472,0.2387869
1473,0.8399596
1474,1.618239
1475,2.558268
1476,0.0
1477,0.1763228
1478,0.6599245
1479,0.1763228
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.9781957
1485,0.6507645
1486,0.0
1487,0.2868812
1488,0.0
1489,1.130931
1490,0.0
1491,0.3103401
1492,0.7990873
1493,1.41684
1494,0.1505597
1495,0.3219281
1496,1.070389
1497,0.1890338
1498,0.6780719
1499,2.722466
1500,0.2750071
1501,0.0
1502,0.1763228
1503,0.3219281
1504,0.0
1505,1.646163
1506,0.6507645
1507,0.0
1508,0.0
1509,0.0
1510,1.378512
1511,0.4005378
1512,2.485427
1513,0.2141248
1514,0.1763228
1515,0.7311833
1516,0.4646683
1517,0.0
1518,0.0
1519,2.295723
1520,0.0
1521,0.9855005
1522,0.6229303
1523,0.3103401
1524,0.0
1525,2.304511
1526,0.2509616
1527,0.2509616
1528,0.0
1529,2.087463
1530,0.0
1531,0.0
1532,0.0
1533,0.9107327
1534,1.269033
1535,0.4329594
1536,0.5058909
1537,0.2868812
1538,0.0
1539,0.0
1540,0.4005378
1541,0.3103401
1542,0.0
1543,3.559492
1544,0.0
1545,0.6780719
1546,0.0
1547,0.7739964
1548,0.1763228
1549,1.111031
1550,1.130931
1551,0.3785116
1552,2.269033
1553,0.0
1554,2.957915
1555,0.0
1556,1.794936
1557,0.7570233
1558,0.0
1559,0.7311833
1560,0.0
1561,3.246408
1562,0.8953027
1563,0.1763228
1564,0.5260689
1565,4.525443
1566,0.0
1567,3.708187
1568,0.0
1569,0.0
1570,0.3219281
1571,0.7484613
1572,0.1634987
1573,0.0
1574,0.4646683
1575,0.4750849
1576,1.378512
1577,0.0
1578,0.0
1579,0.2141248
1580,0.0
1581,0.3219281
1582,0.6322682
1583,0.3448285
1584,0.1763228
1585,0.0
1586,0.3103401
1587,0.5160152
1588,0.6507645
1589,0.4646683
1590,0.5849625
1591,0.0
1592,0.0
1593,0.4646683
1594,2.883621
1595,0.0
1596,0.2141248
1597,0.3219281
1598,0.0
1599,2.192194
1600,1.15056
1601,0.0
1602,0.1763228
1603,0.1763228
1604,0.5360529
1605,0.8875253
1606,0.6599245
1607,0.0
1608,0.0
1609,0.0
1610,1.807355
1611,0.6135316
1612,0.2509616
1613,0.0
1614,1.321928
1615,0.5849625
1616,0.3219281
1617,0.4005378
1618,0.3219281
1619,0.09761087
1620,0.0
1621,0.1763228
1622,0.0
1623,0.0
1624,0.4646683
1625,0.4329594
1626,0.4646683
1627,0.0
1628,1.903038
1629,1.495695
1630,0.0
1631,0.0
1632,0.9560567
1633,0.4646683
1634,1.238787
1635,1.372952
1636,0.1505597
1637,0.0
1638,0.4329594
1639,0.0
1640,0.0
1641,0.0
1642,0.8718436
1643,0.2509616
1644,2.709291
1645,0.6322682
1646,0.8073549
1647,0.1890338
1648,1.007195
1649,0.9335727
1650,1.321928
1651,0.2750071
1652,0.641546
1653,0.2509616
1654,2.485427
1655,0.0
1656,0.0
1657,0.4005378
1658,0.9183862
1659,0.7484613
1660,0.388774398214
1661,2.100978
1662,3.38819
1663,0.3561438
1664,0.0
1665,0.2868812
1666,0.5058909
1667,1.250962
1668,0.4646683
1669,2.134221
1670,0.2868812
1671,0.0
1672,0.2986583
1673,0.0
1674,0.0
1675,0.2387869
1676,0.5260689
1677,0.5459684
1678,0.0
1679,0.1763228
1680,3.704872
1681,0.0
1682,0.0
1683,0.3334237
1684,0.0
1685,0.3785116
1686,0.5558162
1687,0.422233
1688,0.1505597
1689,0.1763228
1690,1.339137
1691,0.1890338
1692,0.1110314
1693,0.0
1694,1.250962
1695,0.0
1696,3.263035
1697,2.173127
1698,0.0
1699,3.512227
1700,0.0
1701,0.0
1702,1.0
1703,1.695994
1704,0.367371
1705,0.1634987
1706,0.0
1707,0.0
1708,1.028569
1709,0.0
1710,0.2141248
1711,1.584962
1712,0.0
1713,1.411426
1714,0.3895667
1715,0.0
1716,1.263034
1717,0.7907721
1718,0.0
1719,0.6322682
1720,2.592158
1721,0.0
1722,1.0
1723,0.0
1724,0.0
1725,0.0
1726,1.933573
1727,0.0
1728,0.8559896
1729,0.1763228
1730,0.0
1731,0.3895667
1732,0.0
1733,0.2509616
1734,2.179511
1735,3.229588
1736,1.38405
1737,0.0
1738,0.7570233
1739,0.0
1740,0.1763228
1741,0.166676452174
1742,1.794936
1743,0.3219281
1744,0.4329594
1745,0.0
1746,0.4436067
1747,0.8155754
1748,1.263034
1749,0.2141248
1750,0.0
1751,5.002253
1752,0.2387869
1753,0.0
1754,2.754888
1755,0.0
1756,1.070389
1757,0.2509616
1758,0.3219281
1759,0.4646683
1760,0.704872
1761,0.1634987
1762,0.3219281
1763,0.0
1764,0.0
1765,2.223423
1766,2.707083
1767,2.063503
1768,3.22033
1769,1.464668
1770,0.3219281
1771,0.0
1772,0.0
1773,0.3561438
1774,0.0
1775,0.0
1776,3.512227
1777,0.1890338
1778,2.087463
1779,0.2509616
1780,0.0
1781,0.2750071
1782,0.8875253
1783,0.0
1784,0.8155754
1785,0.0
1786,0.2141248
1787,0.9560567
1788,0.2265085
1789,0.0
1790,0.2750071
1791,0.0
1792,0.8639384
1793,0.0
1794,0.3895667
1795,0.7570233
1796,0.0
1797,1.510962
1798,1.765535
1799,0.0
1800,0.0
1801,0.0
1802,1.070389
1803,0.5459684
1804,1.232661
1805,0.2141248
1806,1.232661
1807,0.0
1808,0.0
1809,0.3219281
1810,0.4329594
1811,1.704872
1812,0.0
1813,1.02148
1814,2.375735
1815,0.0
1816,1.956057
1817,0.3103401
1818,2.715894
1819,1.321928
1820,0.0
1821,0.3219281
1822,0.2868812
1823,1.978196
1824,0.0
1825,0.1890338
1826,0.0
1827,0.2750071
1828,0.1763228
1829,0.8399596
1830,0.2868812
1831,0.3219281
1832,0.0
1833,0.0
1834,0.5459684
1835,0.0
1836,0.0
1837,1.570463
1838,0.0
1839,2.799087
1840,0.8073549
1841,0.1505597
1842,0.0
1843,0.0
1844,0.8953027
1845,0.0
1846,0.6040713
1847,0.4114263
1848,0.0
1849,0.3561438
1850,0.0
1851,0.5558162
1852,0.0
1853,0.0
1854,0.0
1855,2.536053
1856,0.6690267
1857,0.0
1858,0.367371
1859,0.0
1860,2.933573
1861,0.0
